1000 7999
772 975 63
204 791 47
119 110 94
849 95 30
432 195 2
872 299 15
647 905 37
524 908 56
595 664 17
759 954 91
839 893 96
902 337 97
265 896 10
634 748 79
211 142 89
412 276 2
689 516 23
584 397 31
870 316 44
796 367 37
932 891 25
31 380 51
581 282 75
691 919 31
281 3 91
639 409 28
9 302 83
213 629 93
684 851 79
347 346 16
655 546 90
956 844 38
858 545 5
769 756 16
573 305 98
25 48 87
640 290 14
331 453 98
590 823 37
595 873 60
512 508 10
244 501 90
789 431 56
773 811 96
956 278 42
832 83 38
322 932 24
654 894 86
556 411 90
95 51 36
603 428 49
698 26 31
216 334 82
460 792 75
936 625 5
807 749 88
142 252 27
796 359 66
342 299 86
587 674 78
684 872 5
954 70 13
246 975 15
12 277 92
464 267 63
40 479 70
675 440 11
131 947 33
860 415 65
556 783 83
65 441 16
165 88 73
367 727 71
668 459 32
106 315 82
39 272 96
79 542 100
136 793 2
2 690 7
668 120 38
922 890 37
643 979 88
291 670 52
854 517 85
891 668 64
949 112 25
316 209 15
877 291 27
129 150 57
624 925 2
530 500 88
88 177 72
530 432 7
334 256 52
65 638 51
558 319 70
455 800 89
347 357 84
508 195 67
336 498 89
993 653 4
532 225 29
448 85 80
110 655 63
297 359 17
132 931 50
104 930 11
780 380 75
580 14 60
79 482 61
90 57 19
576 653 57
717 213 8
869 649 74
456 906 5
907 235 62
956 898 99
100 743 1
673 649 49
96 807 86
20 747 30
811 675 69
262 878 43
924 516 77
210 199 81
431 564 34
809 517 25
444 603 30
393 240 17
524 798 46
496 910 43
708 488 91
914 345 42
785 592 99
808 456 50
387 523 61
720 913 1
272 874 28
789 454 19
376 58 56
233 795 95
577 236 23
766 70 67
495 10 4
120 728 64
482 609 87
262 930 91
677 325 83
848 212 36
86 794 92
893 765 42
285 78 64
155 552 74
207 366 29
734 653 15
733 432 72
87 426 48
969 46 77
331 39 98
281 820 4
457 974 83
652 983 33
778 923 75
196 34 46
748 904 57
94 489 57
92 333 61
638 968 25
801 513 33
787 980 34
19 717 78
533 22 13
610 458 6
546 1 1
489 444 35
203 547 92
793 312 96
22 214 59
696 180 68
761 57 84
138 869 55
77 451 33
836 811 86
46 555 77
505 881 98
889 593 23
565 171 68
327 480 30
62 603 12
760 674 81
849 177 85
875 496 28
597 703 35
466 860 37
288 456 39
291 651 95
474 92 11
319 238 84
352 321 18
340 26 35
593 697 71
82 212 76
15 490 100
137 589 63
778 117 87
943 623 55
791 496 16
169 780 52
963 81 12
148 621 6
243 539 35
890 442 32
703 203 51
431 695 41
48 317 98
88 764 33
268 129 13
12 513 39
224 565 46
173 952 74
75 583 97
329 996 78
642 438 87
157 401 86
240 6 62
928 751 46
60 224 55
421 303 58
913 290 53
856 748 44
16 272 100
673 340 25
146 839 66
529 263 21
604 457 93
792 18 57
742 609 30
274 656 3
708 582 30
421 320 72
962 894 56
785 545 72
315 531 79
956 652 72
947 913 5
255 19 31
191 303 62
191 75 1
567 860 12
605 826 65
948 984 89
971 604 58
497 242 75
743 280 49
695 947 35
962 604 67
262 735 19
315 231 8
875 695 32
855 610 10
612 198 50
494 176 15
776 118 60
353 955 28
121 151 39
219 416 3
296 494 37
437 217 36
505 257 41
241 226 20
676 122 84
939 701 52
401 939 97
257 207 57
396 256 30
748 868 56
777 202 1
41 937 72
237 78 13
982 589 79
574 407 73
360 295 97
962 519 78
486 353 88
700 63 89
829 875 78
102 844 42
400 916 10
962 703 18
174 558 15
32 65 92
884 649 80
280 284 40
139 452 55
581 254 26
431 99 41
603 180 57
509 164 84
965 494 72
476 166 56
344 155 30
719 648 67
12 215 51
487 221 52
966 124 22
631 338 9
130 118 3
126 916 15
45 731 83
441 791 38
732 62 76
419 614 29
557 157 2
824 124 55
321 710 79
529 258 8
50 492 40
489 815 76
346 941 4
689 383 62
410 658 76
487 384 83
937 578 48
224 911 4
712 448 61
653 982 80
722 684 56
409 984 95
874 322 28
179 934 54
960 387 78
978 518 28
758 794 70
408 53 38
799 770 14
541 924 24
84 958 39
872 191 20
936 114 50
724 107 94
149 1 39
939 983 28
434 963 74
721 786 66
176 834 42
778 870 7
979 97 45
440 587 27
716 964 28
151 297 71
31 177 75
370 943 21
89 442 88
295 618 83
352 863 77
640 208 29
505 485 22
791 369 81
900 550 5
74 949 65
236 526 8
848 275 95
413 475 100
106 452 29
112 505 89
120 303 89
234 462 78
841 360 45
807 461 72
384 145 5
683 630 31
452 330 100
978 30 52
427 343 55
762 144 79
659 844 50
467 987 94
826 153 13
542 700 56
424 465 49
736 314 69
321 581 87
577 205 30
928 417 95
915 205 30
117 256 37
98 555 21
320 569 4
838 937 95
717 72 14
974 638 75
245 904 89
539 235 17
953 502 76
135 545 96
73 116 3
66 198 70
548 897 55
559 744 18
926 651 54
147 284 82
418 965 42
311 272 70
346 823 3
682 159 15
30 498 45
272 770 21
247 49 29
130 3 89
59 608 64
84 196 68
380 431 14
666 964 95
524 743 37
341 660 7
709 793 30
908 327 2
187 77 7
491 106 93
403 61 76
228 863 19
979 817 8
932 353 30
192 827 39
173 245 72
330 692 53
204 353 75
338 971 65
751 251 87
910 119 80
404 612 75
818 283 23
340 623 80
819 118 69
864 955 34
145 605 96
537 568 8
423 795 90
193 309 53
535 141 99
393 575 71
938 752 6
809 611 58
945 329 33
701 660 33
37 524 33
422 507 43
686 890 87
880 563 33
654 606 91
926 416 74
93 976 78
591 58 24
773 150 62
362 946 7
765 219 89
5 617 81
6 248 74
294 191 34
977 716 40
219 174 94
436 884 20
524 197 92
975 562 12
382 99 55
94 577 63
49 211 97
357 352 74
978 213 51
514 760 81
144 756 98
816 516 60
180 26 4
763 212 81
139 239 48
970 12 35
638 831 48
471 542 82
712 886 65
270 442 15
75 501 58
257 878 83
729 1 46
866 702 62
90 663 28
712 757 57
84 630 34
801 187 77
70 442 98
306 815 15
242 703 55
579 123 80
155 841 12
665 118 20
484 528 10
643 260 65
845 667 49
361 201 25
335 116 82
43 413 51
634 2 4
507 332 94
105 220 82
175 18 81
264 753 52
433 632 94
516 547 72
268 890 51
888 74 24
638 314 16
744 272 57
379 675 65
585 66 54
545 937 16
326 929 75
135 420 80
649 339 64
710 401 96
879 417 42
480 17 53
926 373 97
106 357 79
764 478 19
675 452 88
859 17 17
641 240 48
207 169 36
288 751 94
501 147 4
614 787 81
222 243 37
846 366 68
220 570 10
382 346 94
273 520 65
550 114 25
127 991 4
561 58 13
593 67 88
145 713 22
448 135 72
614 765 56
441 790 20
736 186 69
606 373 11
42 437 86
930 517 27
544 965 63
81 1000 3
917 550 31
838 542 36
766 911 27
560 709 97
161 933 44
695 790 79
166 420 73
270 106 4
984 422 7
705 563 35
611 37 88
746 840 47
689 347 8
866 362 79
155 857 12
493 763 26
55 744 44
218 205 60
394 577 16
182 400 39
334 171 51
414 931 85
96 21 40
513 35 98
307 57 93
303 244 90
832 90 7
286 299 55
839 795 5
769 567 36
959 925 44
398 659 15
984 759 95
54 450 19
47 442 54
39 79 62
476 347 33
744 701 37
631 102 99
192 424 31
443 68 73
326 428 39
296 747 29
664 701 95
439 276 30
415 287 34
581 674 53
713 543 92
363 73 44
234 287 22
191 363 30
33 513 62
214 314 54
991 680 56
387 640 44
160 33 8
594 572 83
87 893 70
777 41 31
541 511 13
493 98 77
6 317 17
971 609 78
275 232 58
323 34 83
281 881 100
263 358 26
537 254 61
447 492 21
467 6 47
634 446 17
94 463 32
268 542 39
587 381 26
907 485 75
3 423 59
132 530 50
104 221 43
440 620 36
106 76 99
964 721 15
981 930 24
32 828 31
925 221 8
491 872 87
47 828 87
806 752 43
209 975 63
773 144 83
507 302 21
205 57 77
984 973 61
104 564 62
918 906 45
669 892 6
53 507 49
538 930 40
941 350 86
474 150 80
441 686 28
509 212 9
996 965 63
860 552 96
108 322 43
185 640 88
819 981 79
8 919 93
736 201 59
996 987 98
10 616 14
201 58 68
199 532 85
480 92 4
909 617 2
131 199 11
532 904 33
329 692 97
212 893 40
549 344 1
502 408 51
650 394 60
497 691 2
26 815 46
113 98 36
531 333 63
461 922 22
771 178 72
351 616 56
418 947 85
798 606 90
971 336 82
491 236 6
579 806 66
695 519 11
832 489 87
13 23 14
125 662 80
754 102 96
963 636 71
121 463 47
634 88 93
617 876 27
875 67 39
842 12 88
194 214 12
864 625 59
259 849 43
107 655 81
261 744 82
448 638 37
965 701 10
78 96 99
764 135 47
189 191 82
818 327 57
805 369 69
907 770 94
631 233 39
657 407 28
53 74 79
285 185 14
270 604 23
536 86 30
891 83 36
684 166 94
679 406 13
99 596 39
958 209 36
963 652 20
516 852 42
295 553 78
579 102 24
547 103 22
985 45 6
787 848 30
815 65 73
582 122 22
529 269 7
179 598 30
447 606 56
627 336 5
271 315 84
553 761 41
859 826 29
63 458 59
337 423 92
530 796 77
936 839 32
44 614 25
736 356 63
226 712 89
613 271 89
561 880 20
75 166 10
772 37 58
557 311 16
630 850 26
41 184 79
16 790 84
330 859 84
914 814 79
366 5 52
506 514 88
546 793 29
322 668 43
493 696 32
412 167 92
723 629 68
225 958 91
925 698 92
785 690 19
970 888 51
7 177 41
279 592 56
654 570 22
961 907 75
79 846 17
939 215 53
70 980 88
191 167 70
209 822 18
51 477 56
618 472 87
424 689 79
201 260 38
256 966 78
458 928 92
101 733 77
922 371 82
161 791 56
107 465 26
550 450 95
915 632 46
35 307 30
686 259 35
139 341 34
60 810 26
371 503 67
226 987 26
346 269 68
373 965 66
694 684 47
927 281 76
626 993 13
412 566 80
626 121 20
95 60 39
453 256 17
672 377 84
230 346 1
898 889 98
356 997 26
671 494 63
277 2 81
917 723 68
581 654 53
713 929 29
81 448 36
759 589 75
375 849 59
15 496 66
963 721 83
729 179 28
773 939 12
443 982 100
871 442 85
929 231 37
560 885 71
413 686 16
261 672 36
162 72 32
271 605 59
72 611 3
978 86 66
586 62 89
257 877 31
655 908 64
413 979 14
314 963 31
25 743 41
496 119 41
766 570 68
401 452 70
8 962 93
133 842 82
2 664 69
586 934 32
979 333 67
528 35 62
811 559 94
520 271 70
814 159 98
266 147 77
878 310 99
771 460 8
897 319 76
94 631 99
69 901 8
432 614 10
657 321 59
645 576 50
259 607 67
301 350 36
699 116 8
663 653 73
137 342 54
408 389 65
743 475 83
74 612 60
521 567 59
427 982 49
794 327 8
914 817 20
487 818 29
414 756 81
860 389 99
236 358 69
391 887 87
738 831 48
640 665 18
223 489 81
976 62 12
21 321 100
59 407 80
689 940 95
856 484 62
510 855 26
116 522 6
867 614 18
457 975 56
295 258 99
979 547 46
569 719 33
289 182 11
138 253 88
125 271 49
145 281 25
575 55 57
74 528 41
283 13 14
102 11 2
841 85 49
888 891 58
515 84 53
721 552 70
682 989 75
118 542 71
967 733 65
860 461 11
856 813 32
707 629 51
946 426 74
707 895 52
955 704 47
132 961 83
753 930 31
273 251 64
33 217 18
179 792 49
6 8 33
523 912 43
734 579 68
566 958 40
233 376 46
732 320 22
8 58 88
415 133 12
712 788 16
965 844 26
153 497 95
364 888 35
983 633 78
889 757 48
613 128 55
411 157 78
537 720 8
291 433 3
692 784 99
708 598 39
641 914 64
824 638 48
594 171 11
739 58 79
911 474 65
735 737 91
575 539 84
133 894 66
301 860 22
428 113 85
867 550 33
355 941 59
227 297 25
7 285 79
114 152 50
272 459 36
370 869 11
22 296 87
663 348 31
970 16 26
128 529 95
954 840 15
273 567 62
965 219 2
421 456 90
443 403 58
496 665 21
280 117 52
135 118 70
167 72 57
108 324 81
599 779 52
775 98 5
765 623 32
699 582 97
712 751 45
8 124 9
888 125 35
508 635 7
249 236 11
368 547 91
79 7 11
109 75 98
695 165 57
22 166 65
729 697 63
581 986 12
99 9 56
15 779 82
365 19 62
55 806 90
885 13 11
118 301 68
231 800 75
429 323 47
611 102 74
942 806 56
910 211 5
565 570 99
915 289 51
110 428 91
122 392 77
810 488 22
589 345 25
882 1 41
858 115 31
633 194 92
916 380 4
889 371 40
540 464 52
158 589 91
939 771 42
495 371 22
525 567 82
643 427 95
549 852 72
264 178 3
767 147 2
421 386 54
46 550 8
639 678 73
259 831 11
595 78 98
878 665 47
649 122 7
739 821 25
532 519 48
532 463 31
378 668 83
794 187 8
436 581 87
215 506 40
323 625 12
95 555 71
66 278 37
592 788 21
381 298 51
195 214 61
361 786 58
989 149 33
383 235 53
324 102 22
73 469 40
695 77 48
127 777 19
842 6 24
970 435 34
259 687 82
742 601 54
206 359 37
869 642 1
165 125 55
877 345 22
826 553 86
326 81 73
553 38 46
192 366 54
523 138 2
730 886 29
4 25 13
156 557 77
987 767 28
721 765 63
129 949 35
425 86 84
659 990 98
393 12 15
166 887 48
462 347 97
980 997 67
951 90 6
277 455 94
28 894 97
182 450 77
114 415 86
95 767 88
306 201 46
394 503 32
605 559 6
819 169 44
788 56 99
402 568 92
545 864 53
477 139 55
215 833 12
904 788 21
453 643 72
626 354 61
244 581 25
731 125 57
532 118 12
992 617 27
704 215 56
565 692 76
858 839 53
347 309 44
213 169 33
753 701 79
297 540 7
179 239 28
319 262 27
426 675 67
550 479 31
809 796 4
295 578 3
102 146 52
67 368 82
257 956 11
109 671 39
593 150 27
361 26 62
762 565 87
132 202 49
694 148 38
813 935 20
969 988 72
191 706 4
223 740 34
844 806 95
652 440 98
35 977 98
878 696 32
724 450 100
219 507 10
697 604 35
196 949 72
104 222 3
481 734 79
530 901 84
110 396 50
208 556 25
433 439 31
934 392 95
887 149 87
539 917 71
925 322 80
705 722 12
327 824 48
586 818 88
544 177 25
364 278 15
675 904 68
978 529 55
123 225 85
573 587 94
38 909 81
893 938 81
861 43 71
515 688 64
981 342 28
430 321 50
340 92 46
625 336 83
384 576 89
352 950 10
945 898 30
516 745 42
652 151 52
834 983 7
489 868 76
180 886 100
909 103 63
369 783 6
422 860 21
709 341 34
584 310 43
794 279 36
916 363 56
760 691 96
350 321 54
42 650 7
592 890 1
795 276 88
428 1 39
836 783 30
379 833 44
800 735 99
407 41 7
958 79 97
270 838 20
661 319 33
77 277 56
880 638 9
14 35 18
480 445 84
726 866 81
163 629 88
382 513 33
473 125 41
730 901 18
373 571 99
336 464 67
603 730 22
864 656 85
381 506 75
817 256 37
377 331 25
830 994 8
755 197 13
64 488 47
70 897 23
239 893 51
894 450 96
821 523 20
992 435 8
722 57 53
711 543 6
267 99 99
629 130 49
106 305 82
431 414 94
914 130 8
442 782 69
462 137 64
254 783 36
759 676 15
748 648 27
129 965 90
768 554 22
417 330 24
327 883 74
741 309 52
842 439 20
825 840 46
251 689 54
313 485 39
291 517 4
590 575 23
774 519 39
116 513 37
238 259 12
948 789 56
204 900 74
917 133 5
749 86 69
952 560 34
315 613 3
920 858 77
121 952 69
458 490 40
955 877 35
87 259 76
732 602 34
894 663 72
98 580 39
587 639 30
39 646 6
111 322 77
885 535 17
958 353 71
624 723 43
154 574 80
466 382 27
775 459 37
908 229 47
860 225 40
562 295 40
936 209 31
715 456 93
24 660 4
235 878 80
503 641 8
329 234 55
304 782 99
579 734 25
296 975 24
721 146 29
887 199 74
217 1000 5
652 590 82
701 777 31
23 80 7
165 190 56
304 923 93
785 788 99
693 56 21
536 948 34
457 774 43
26 86 6
413 717 19
593 734 57
11 763 57
320 133 18
880 934 26
64 259 74
997 126 52
604 364 92
3 331 42
964 514 28
942 289 96
509 683 48
100 173 65
285 533 85
205 752 28
120 505 92
334 552 51
270 356 52
980 519 29
815 693 15
360 518 42
801 56 67
332 697 97
390 17 2
971 360 9
25 105 96
176 643 32
830 923 97
239 128 17
274 837 39
455 464 50
729 760 8
361 265 31
44 382 49
203 494 28
806 310 10
971 871 33
318 446 66
336 318 84
319 893 39
928 515 92
70 490 30
131 697 88
373 603 70
467 838 39
596 560 46
304 246 95
277 938 37
531 367 3
335 86 6
590 377 56
459 568 25
645 478 58
936 897 51
90 7 100
21 113 74
749 864 26
194 767 42
782 421 3
858 892 20
354 85 91
84 369 92
974 766 67
672 72 69
334 317 5
726 369 97
462 931 14
116 137 54
407 625 57
400 523 85
954 814 5
964 468 68
222 773 46
745 675 98
394 296 17
41 60 8
625 795 44
323 700 39
361 369 41
616 336 32
919 818 74
612 889 11
993 109 23
279 906 21
575 950 81
897 90 46
430 308 74
467 117 71
405 704 89
83 348 25
781 123 49
168 987 83
395 813 83
259 45 8
768 855 66
34 986 39
520 556 36
811 938 89
544 265 9
136 394 53
384 441 86
354 824 44
62 707 35
503 292 75
207 110 33
866 971 58
864 688 67
292 633 40
947 561 73
350 950 89
211 195 52
499 550 94
37 864 3
51 665 9
562 767 34
660 792 11
292 192 18
336 80 53
595 684 71
302 737 90
287 853 78
344 709 37
257 690 78
163 726 75
244 35 36
756 340 19
618 501 55
834 242 37
274 667 55
142 767 97
110 593 41
699 524 100
144 177 15
73 542 29
890 865 14
597 426 6
576 42 23
653 998 57
288 672 94
514 376 51
699 306 18
951 178 87
348 88 87
700 992 61
282 587 12
46 162 34
300 265 67
321 190 43
335 529 34
65 743 63
836 98 64
745 583 21
630 914 88
444 639 46
756 20 45
584 935 20
827 259 62
434 300 80
944 262 75
470 453 20
601 349 52
332 907 49
19 1 84
539 653 27
788 790 64
312 908 16
680 651 79
400 305 75
700 340 65
102 22 35
294 761 73
505 795 81
543 619 25
852 532 26
678 854 78
205 115 60
506 519 51
458 184 72
556 329 85
48 568 84
404 653 80
560 306 73
774 28 59
615 926 19
439 884 33
148 789 64
837 503 39
818 972 54
891 905 58
713 366 72
718 60 61
736 327 98
344 439 45
713 211 17
244 684 96
364 343 94
657 900 94
275 692 84
70 654 76
333 325 89
904 176 47
769 800 20
463 921 12
234 72 13
34 609 53
88 367 6
23 7 46
180 738 39
472 209 17
923 887 41
988 226 66
429 226 63
559 657 96
234 926 63
390 764 74
342 831 20
173 990 31
900 779 35
165 239 64
678 239 92
296 993 80
197 657 14
384 531 89
38 939 33
229 404 79
321 929 29
252 182 89
841 168 1
114 824 16
887 691 54
182 174 19
696 35 92
296 379 21
289 489 32
118 523 65
427 849 29
128 246 43
168 464 94
649 305 69
844 345 2
65 141 31
525 876 4
195 697 27
221 928 96
724 895 87
538 279 92
302 455 64
33 712 20
437 141 91
456 53 15
178 174 83
719 797 32
574 215 35
906 143 67
554 105 87
843 949 32
834 353 95
552 203 94
896 852 16
15 2 87
147 580 26
390 196 85
229 479 95
86 278 77
799 441 66
843 988 95
112 323 30
808 19 79
510 648 33
38 186 38
138 997 81
817 61 50
945 254 31
43 922 16
994 617 76
179 422 51
40 748 88
373 680 100
107 185 5
828 557 32
843 212 70
587 16 4
424 810 69
618 162 28
106 439 75
829 93 30
880 728 35
451 178 52
179 602 27
329 372 90
107 905 65
329 666 45
184 830 61
342 972 70
295 709 56
473 707 39
914 693 12
891 5 57
552 150 48
860 266 40
398 705 67
240 43 59
636 922 60
142 538 30
659 929 50
986 412 91
264 446 56
52 319 95
165 453 64
621 702 92
873 773 33
315 265 71
450 128 74
811 510 58
626 239 38
387 138 29
510 301 92
969 943 56
997 517 65
585 109 19
261 457 48
409 119 86
409 225 96
548 532 27
613 672 24
411 391 96
976 899 14
438 429 14
509 828 90
541 200 38
171 774 22
444 658 40
478 7 83
978 836 13
500 427 4
889 803 35
612 697 28
254 144 16
246 524 4
220 457 18
785 940 62
104 372 4
988 152 84
298 560 61
271 541 40
298 117 89
28 103 5
109 953 18
120 5 91
883 32 60
887 980 14
779 698 24
828 621 10
252 203 50
407 808 84
707 236 9
166 79 8
383 257 36
276 6 18
250 545 23
452 345 3
612 585 59
468 34 57
387 647 34
585 349 32
430 924 11
214 555 84
965 684 20
376 883 25
755 361 23
890 983 76
958 22 42
951 639 86
249 520 75
56 239 7
205 231 23
350 358 60
165 720 65
810 64 83
516 891 57
203 27 28
301 52 47
120 937 24
876 998 83
700 800 56
750 305 71
736 387 90
779 710 70
824 952 20
40 549 62
103 290 78
263 57 76
866 881 81
517 636 70
959 891 5
638 821 43
643 590 43
706 357 78
750 479 45
622 657 64
210 26 20
373 844 11
127 28 15
998 516 19
443 632 21
533 108 42
257 475 100
552 17 72
370 407 78
239 371 50
138 717 91
918 892 56
211 731 18
781 657 49
62 479 45
608 141 13
456 182 72
154 422 43
992 157 54
15 318 3
821 638 45
769 152 36
741 923 36
59 268 87
579 279 90
580 30 4
849 695 69
280 415 19
248 752 86
369 76 25
967 243 49
656 791 58
743 67 7
55 19 82
474 70 46
250 717 99
858 189 35
287 604 32
346 595 45
823 994 68
558 482 16
573 666 46
780 167 40
60 777 33
71 609 57
659 923 88
955 545 37
708 532 93
157 839 67
828 618 55
652 200 44
419 540 34
47 501 97
217 789 31
896 355 60
605 80 75
485 850 13
805 729 6
702 875 22
428 102 25
791 508 37
935 698 82
223 778 11
579 425 25
958 588 23
630 938 60
627 894 84
174 889 38
627 397 49
937 345 5
518 311 60
108 180 91
228 17 72
964 546 32
451 554 61
277 729 79
948 97 13
153 376 95
758 142 22
947 462 84
264 591 42
53 184 1
885 192 71
364 625 83
225 99 95
20 37 29
50 455 36
628 587 9
456 957 96
964 115 92
995 243 14
377 938 85
105 218 74
478 933 9
894 986 94
992 883 31
991 19 40
885 471 4
805 355 87
840 307 12
377 899 82
705 295 91
246 548 16
145 326 1
314 367 86
34 584 39
997 396 92
389 325 37
670 222 39
240 759 1
288 217 4
166 103 46
639 849 38
295 540 1
486 640 22
767 426 56
522 763 64
766 729 45
356 335 21
45 359 18
981 245 8
202 789 56
610 562 58
704 373 87
187 988 43
686 998 92
3 433 27
51 309 13
842 168 33
305 693 9
514 154 36
565 507 39
252 3 100
844 835 52
864 536 29
818 124 72
433 756 92
327 128 63
578 367 4
154 803 78
886 190 86
327 260 28
280 91 16
117 974 97
182 513 50
790 38 11
929 45 75
304 30 79
645 883 44
78 657 78
186 994 47
104 572 17
261 339 59
860 623 24
86 791 75
634 152 56
673 35 21
310 541 51
264 877 82
99 116 74
119 281 11
968 493 24
837 29 92
818 533 28
27 330 62
873 939 99
205 544 68
191 986 74
934 499 87
357 999 80
64 854 86
823 910 58
205 652 79
342 760 88
918 592 17
622 936 76
829 10 70
236 73 6
527 125 22
497 11 2
171 216 34
598 628 35
890 502 92
582 359 45
737 266 49
357 861 12
962 303 93
521 311 89
460 23 12
900 129 12
939 802 83
669 948 19
875 514 88
973 173 41
42 129 80
700 447 97
370 77 42
819 243 89
899 552 87
556 989 50
276 9 15
167 919 78
684 44 94
864 915 43
887 277 58
98 768 29
151 397 97
311 674 86
328 993 42
519 440 85
286 204 98
924 756 3
831 127 84
826 102 52
40 256 45
802 333 13
221 678 6
193 811 100
680 739 67
746 37 55
833 700 19
549 703 68
902 484 2
612 114 76
529 895 2
828 640 88
205 753 43
535 779 20
829 759 90
495 273 96
844 796 7
166 752 85
856 186 60
300 45 90
425 758 9
464 670 95
240 596 48
535 71 51
847 924 54
404 455 85
796 602 30
178 89 80
609 949 100
110 270 89
340 307 33
725 82 68
719 437 80
9 968 66
12 883 38
708 52 43
230 994 2
273 103 88
562 165 38
780 475 95
501 96 51
157 705 57
54 811 22
602 794 31
955 731 50
703 446 83
689 676 81
17 22 13
349 648 73
153 71 43
501 602 37
181 846 39
339 488 91
21 995 61
236 158 48
896 17 98
978 755 15
583 699 6
93 721 53
913 383 80
405 829 63
339 925 36
336 225 78
548 716 1
805 816 67
558 870 64
186 349 84
162 38 21
456 310 50
578 145 6
724 518 42
847 864 61
14 849 74
843 150 41
614 324 44
209 558 63
935 680 8
40 692 97
480 945 56
492 41 16
865 784 15
535 295 75
976 757 31
495 972 5
102 110 75
513 813 30
855 734 38
394 180 42
235 101 31
207 179 28
870 666 4
552 342 20
980 376 76
142 965 20
462 412 56
579 337 97
60 645 32
637 459 78
332 88 9
400 460 19
232 203 54
665 319 44
923 4 57
823 554 62
211 930 99
898 907 12
147 140 36
71 290 86
277 639 94
126 889 55
831 289 29
589 347 81
222 337 59
199 451 19
965 543 58
407 549 1
839 851 38
834 161 8
189 592 42
761 522 87
568 342 48
77 281 41
340 625 87
883 458 5
572 193 66
917 842 97
714 528 100
13 981 42
153 856 49
691 185 9
910 912 61
176 82 28
772 911 34
714 141 30
547 770 58
51 87 65
402 945 86
791 134 24
580 881 5
495 369 83
258 938 8
788 184 95
266 216 82
215 963 64
918 94 75
898 991 60
230 131 34
609 523 19
410 3 85
402 177 17
752 135 69
683 210 68
279 611 62
770 602 94
190 318 58
440 181 58
43 615 8
639 970 29
687 883 78
967 749 72
555 6 20
931 681 99
536 340 44
496 596 75
409 294 64
896 956 46
189 920 68
708 570 48
517 770 23
379 597 80
725 391 19
609 206 77
960 191 87
286 603 63
784 219 40
566 810 57
942 991 81
314 775 99
470 916 29
809 196 51
782 623 59
803 316 10
20 128 11
176 685 65
449 301 42
236 745 97
358 440 91
765 392 15
667 465 63
795 493 32
717 327 98
412 993 95
818 29 73
336 662 93
203 814 72
142 198 5
714 272 6
935 863 22
322 219 86
120 991 51
361 20 58
868 877 57
181 728 37
310 790 77
749 902 82
473 271 19
338 91 48
494 152 92
939 325 92
813 346 1
881 352 41
418 177 48
290 725 85
753 656 35
333 539 30
397 657 71
512 841 27
438 331 53
350 861 10
979 972 64
1 85 95
690 303 10
522 54 9
427 234 94
448 589 53
261 116 67
340 931 19
624 852 25
562 742 79
805 868 90
409 749 96
614 367 16
708 725 68
307 40 46
389 783 34
558 583 11
541 219 69
545 156 84
669 381 71
311 253 17
13 371 18
521 411 23
239 83 22
538 412 11
932 393 19
330 532 67
252 241 63
66 341 22
559 480 93
969 707 59
943 129 62
213 284 38
205 911 100
179 860 78
430 58 33
930 202 43
592 880 80
371 779 62
117 821 1
257 193 67
566 206 73
332 78 25
130 953 31
784 631 86
479 41 53
260 211 41
851 173 13
648 906 100
592 265 11
650 45 82
509 58 12
748 226 42
341 979 77
238 337 45
310 955 54
178 197 52
790 556 14
284 328 20
187 970 67
49 597 66
112 616 91
525 276 86
844 807 56
503 924 93
259 39 35
99 397 30
259 664 53
964 672 65
619 452 22
751 301 68
221 440 96
319 866 78
800 482 86
384 838 36
720 470 97
932 152 76
320 157 11
498 829 6
667 299 100
408 571 96
724 569 13
25 343 50
228 55 82
498 980 53
223 578 52
761 130 70
331 825 79
854 384 16
274 369 37
739 223 51
316 826 72
880 587 100
261 695 93
358 338 5
890 469 99
979 377 33
79 55 58
687 875 50
479 964 52
261 464 28
302 101 74
111 807 30
737 554 60
383 746 45
866 175 16
152 527 17
671 624 84
253 591 93
27 621 11
275 498 86
193 439 67
232 240 52
307 521 37
553 278 9
783 929 64
948 670 35
526 925 65
548 649 67
912 532 100
226 961 65
237 652 57
802 533 94
675 501 53
347 677 44
214 361 76
724 525 28
589 62 91
731 269 74
180 922 93
719 470 8
693 471 42
933 29 59
396 541 24
966 262 44
145 408 94
294 486 65
226 515 5
216 815 23
670 516 65
730 990 92
890 578 85
173 482 6
395 621 13
248 93 61
777 803 60
862 188 71
535 374 66
797 417 7
115 414 51
306 891 77
948 441 32
790 983 86
230 311 42
565 814 73
948 85 64
554 542 40
94 555 75
212 930 13
289 437 57
11 404 33
55 310 70
240 711 60
698 542 20
935 363 99
650 869 97
870 250 47
34 401 36
759 358 76
495 659 5
168 36 23
194 144 25
475 933 56
337 899 71
731 744 56
614 7 28
359 33 67
128 657 37
613 858 94
677 833 28
543 872 43
888 980 80
369 764 39
961 613 37
291 769 63
95 172 39
682 914 60
582 605 97
695 875 56
492 796 79
489 430 65
959 914 49
402 567 45
676 222 33
460 462 53
304 862 35
383 679 18
44 946 51
871 967 87
750 76 66
264 253 86
442 274 88
909 587 86
138 523 79
794 572 72
238 861 65
530 862 87
797 869 55
334 951 79
44 533 96
677 204 51
158 929 97
473 546 52
709 902 22
714 204 36
116 902 29
851 641 4
151 294 93
629 515 34
704 453 1
651 780 56
233 710 50
691 609 93
77 616 100
663 74 97
782 952 70
461 139 12
757 448 90
736 895 88
292 401 66
214 29 66
856 268 11
